title,company_name,location,via,date_time,salary_standardized,description_tokens
Senior Business Systems Data Analyst,MTC Holding Corporation,"Riverside, MO",via BeBee,2023-05-27 03:00:36.834989,,time management
Splunk/Data Admin Analyst Sr.,Elevance Health,United States,via LinkedIn,2023-05-27 03:00:36.834989,,"splunk, python"
Enterprise Data Center Service Desk Tier 2 Analyst,Peraton,"Kansas City, MO",via LinkedIn,2023-05-27 03:00:36.834989,,"sharepoint, sql"
Senior Business Systems Data Analyst,MTC Holding Corporation,"Olathe, KS",via Trabajo.org,2023-05-27 03:00:36.834989,,time management
"Data Analyst , Value-based Care Services Client Analytics",Signify Health,Anywhere,via LinkedIn,2023-05-27 03:00:36.834989,,"r, communication, python, power bi, sql, accountability"
Senior Business Systems Data Analyst,MTC Holding Corporation,"Lenexa, KS",via Trabajo.org,2023-05-27 03:00:36.834989,,time management
Data Scientist,Oxford Global Resources,Anywhere,via LinkedIn,2023-05-27 03:00:40.304506,,"aws, communication, python, sql, redshift"
Senior Business Systems Data Analyst,MTC Holding Corporation,"Olathe, KS",via Trabajo.org,2023-05-27 03:00:40.304506,,time management
Business SQL Reporting Analyst,Elevance Health,"Springfield, MO",via LinkedIn,2023-05-27 03:00:40.304506,,"sas, tableau, excel, sql"
Senior Business Systems Data Analyst,MTC Holding Corporation,"Lenexa, KS",via Trabajo.org,2023-05-27 03:00:40.304506,,time management
Splunk/Data Admin Analyst Sr.,Elevance Health,United States,via LinkedIn,2023-05-27 03:00:40.304506,,"splunk, python"
Senior Business Systems Data Analyst,MTC Holding Corporation,"Stilwell, KS",via BeBee,2023-05-27 03:00:40.304506,,time management
Informaticist/Data Analyst,Integra Connect,Anywhere,via LinkedIn,2023-05-27 03:00:40.304506,,"communication, sas, tableau, excel, sql, decision making"
DWC Senior Research/Data Analyst,State of Missouri,"Jefferson City, MO",via LinkedIn,2023-05-27 03:00:40.304506,,"sas, tableau, sql"
Senior Business Systems Data Analyst,MTC Holding Corporation,"Riverside, MO",via BeBee,2023-05-27 03:00:40.304506,,time management
Senior Real-World Data Analyst,Sarepta Therapeutics,Anywhere,via LinkedIn,2023-05-27 03:00:40.304506,,"r, sas, communication, python, gcp, snowflake, sql"
Revenue Data Manager,U.S. Bank,Anywhere,via LinkedIn,2023-05-27 03:00:41.909407,,"communication, excel, collaboration"
"Data Governance Analyst II / On-Site / Oklahoma City, OK",Motion Recruitment,"Oklahoma City, OK",via LinkedIn,2023-05-27 03:00:41.909407,,"sql, collaboration"
CE Solutions Analyst,Maximus,Anywhere,via LinkedIn,2023-05-27 03:00:41.909407,,"communication, machine learning, sas, excel, sql, accountability, integrity, spss"
Cloud Data Migration Project Analyst/Business Analyst/Project Manager,PriceSenz,Anywhere,via LinkedIn,2023-05-27 03:00:41.909407,,"communication, microstrategy, ssis, sql"
"Data Input Specialist, Non-Exempt",ABF Freight,"Fort Smith, AR",via LinkedIn,2023-05-27 03:00:41.909407,,communication
"Data Input Specialist, Non-Exempt",ABF Freight,"Fort Smith, AR",via LinkedIn,2023-05-27 03:00:43.109809,,communication
Data Analyst,Dimond Connect,Anywhere,via LinkedIn,2023-05-28 03:00:09.658546,,"r, python, sql, collaboration"
Data analyst/Data scientist,Upwork,Anywhere,via Upwork,2023-05-28 03:00:09.658546,,
Data Analyst,Dynamic Workforce Solutions,Anywhere,via LinkedIn,2023-05-28 03:00:09.658546,,"communication, initiative, teamwork"
Data Analyst,Bartech Staffing,"Wichita, KS",via Snagajob,2023-05-28 03:00:09.658546,74880.0,"tableau, sql"
Data Analyst Senior,Highmark Health,"Oklahoma City, OK",via WANE Jobs,2023-05-28 03:00:09.658546,,"accountability, resource management, cognos"
Data Analyst Technician,Intermountain Healthcare,Anywhere,via Intermountain Healthcare Jobs,2023-05-28 03:00:09.658546,,"power bi, excel"
Data Analyst Technical Marketing Specialist,Genesis Health Clubs,"Wichita, KS",via Indeed,2023-05-28 03:00:09.658546,,"communication, html, power bi, tableau, sql, decision making, css"
Data Analyst for Market Trend Research,Upwork,Anywhere,via Upwork,2023-05-28 03:00:09.658546,,"sas, excel, sql, javascript, spss"
Financial Data Analyst (Part-Time 1099 Contractor),Healthy Back Institute,United States,via KSNT Jobs,2023-05-28 03:00:09.658546,,"time management, communication, initiative, excel"
Financial Data Analyst,Aristocrat Technologies,"Fort Smith, AR",via Recruit.net,2023-05-28 03:00:09.658546,,"power bi, word, r, excel, outlook, python, powerpoint"
Data Science Analyst,PulsePoint,United States,via LinkedIn,2023-05-28 03:00:11.189961,,"machine learning, r, excel, sql, python"
Data Analyst I,Mount Sinai Medical Center,United States,via BeBee,2023-05-28 03:00:11.189961,,"interpersonal skills, sql"
Data Analyst for Market Trend Research,Upwork,Anywhere,via Upwork,2023-05-28 03:00:11.189961,,"sas, excel, sql, javascript, spss"
Lead Data Analyst,eTeam,United States,via Trabajo.org,2023-05-28 03:00:11.189961,,"r, postgresql, communication, azure, python, bash, linux, powershell, sql, sharepoint"
Reporting - Senior Health Data Analyst 135-2002,CommunityCare,"Tulsa, OK",via Indeed,2023-05-28 03:00:11.189961,,"sas, communication, power bi, tableau, sql, decision making"
Data Analyst,Magellan Health,United States,via BeBee,2023-05-28 03:00:11.189961,,"cognos, sas, communication, interpersonal skills, excel, sql, crystal"
Data Analyst,GDH,"Tulsa, OK",via GDHinc Jobs - GDH Consulting,2023-05-28 03:00:11.189961,,"communication, python, html, excel, qlik, sql, javascript"
Data Analyst- Learning Management Hybrid,"Cerebral Staffing, LLC","Olathe, KS",via Trabajo.org,2023-05-28 03:00:11.189961,,"communication, tableau"
Data Analyst With Adobe Stack,Upwork,Anywhere,via Upwork,2023-05-28 03:00:11.189961,119600.0,"javascript, go"
IT Data Analyst,Transdev,United States,via BeBee,2023-05-28 03:00:11.189961,,"communication, html, javascript, problem solving, power bi, mysql, excel, sql, flexibility"
Data Analyst With Adobe Stack,Upwork,Anywhere,via Upwork,2023-05-28 03:00:12.917666,119600.0,"javascript, go"
IT Data Analyst,Transdev,United States,via BeBee,2023-05-28 03:00:12.917666,,"communication, html, javascript, problem solving, power bi, mysql, excel, sql, flexibility"
Data Scientist,Yoda Technologies,"Bentonville, AR",via LinkedIn,2023-05-28 03:00:12.917666,,
Senior Data Analyst,Bold Metrics Inc.,United States,via Trabajo.org,2023-05-28 03:00:12.917666,,"machine learning, tableau, airflow, sql, outlook, python, jupyter"
Sr. IT Business Analyst,US Anesthesia Partners,United States,via WANE Jobs,2023-05-28 03:00:12.917666,,"detail oriented, communication, python, azure, power bi, ssrs, ssis, sql, critical thinking"
Data Analyst III- Solutions Design Team!,Walmart,"Lowell, AR",via ZipRecruiter,2023-05-28 03:00:12.917666,,"r, looker, python, scala, power bi, tableau, gcp, machine learning, sql, spark, decision making"
📊 Data Analyst-Business,"Infinitus Systems, Inc.",United States,via Trabajo.org,2023-05-28 03:00:12.917666,,"r, communication, looker, python, tableau, bigquery, matplotlib, sql"
Statistician/Data Analyst,UC Irvine Health,United States,via BeBee,2023-05-28 03:00:12.917666,,"sas, r, python"
"DATA SCIENCE ANALYST, Public Health",County of Tarrant Texas,United States,via Trabajo.org,2023-05-28 03:00:12.917666,,
Data Analyst - Contract to Hire,Upwork,Anywhere,via Upwork,2023-05-28 03:00:12.917666,83200.0,"machine learning, integrity, decision making"
"DATA SCIENCE ANALYST, Public Health",County of Tarrant Texas,United States,via Trabajo.org,2023-05-28 03:00:14.048153,,
"Sr. Data Analyst, Marketing Operations",Cox Communications,"Maize, KS",via ZipRecruiter,2023-05-28 03:00:14.048153,96500.0,"communication, microstrategy, tableau, sql, presentation skills, jira"
Data Analyst (Eligibility),Performant Corp,Anywhere,via LinkedIn,2023-05-28 03:00:14.048153,,"communication, problem solving, excel, sql, integrity, presentation skills"
data/Reporting Analyst,Elevation Recruitment Group,United States,via BeBee,2023-05-28 03:00:14.048153,,"initiative, excel, collaboration"
Data Analyst #FreshGraduate,Singtel Group,United States,via Jooble,2023-05-28 03:00:14.048153,,
Sr. IT Business Analyst,GDH,"Tulsa, OK",via GDHinc Jobs,2023-05-28 03:00:14.048153,,"communication, azure, power bi, problem solving, initiative, sharepoint, ssrs, excel, sql, decision making"
Senior Clinical Data Analyst,AllHealth Network,United States,via BeBee,2023-05-28 03:00:14.048153,,"communication, c, power bi, tableau"
Data Analyst III- Solutions Design Team!,Walmart,"Cave Springs, AR",via ZipRecruiter,2023-05-28 03:00:14.048153,,"r, looker, python, scala, power bi, tableau, gcp, machine learning, sql, spark, decision making"
Business Data Reporting Analyst,Point32Health,"Roxbury, KS",via Trabajo.org,2023-05-28 03:00:14.048153,,"critical thinking, interpersonal skills, alteryx"
Power BI Expert,Upwork,Anywhere,via Upwork,2023-05-28 03:00:14.048153,119600.0,power bi
Senior Clinical Data Analyst,AllHealth Network,United States,via BeBee,2023-05-28 03:00:20.098801,,"communication, c, power bi, tableau"
Product Data Analyst - Platforms,WEX,Anywhere,via LinkedIn,2023-05-28 03:00:20.098801,,"r, python, tableau, sql"
"Senior Clinical Data Analyst, Clinical Data Management",Edwards Lifesciences,United States,via BeBee,2023-05-28 03:00:20.098801,,"communication, critical thinking, integrity"
Data Analyst III- Solutions Design Team!,Walmart,"Bella Vista, AR",via ZipRecruiter,2023-05-28 03:00:20.098801,,"r, looker, python, scala, power bi, tableau, gcp, machine learning, sql, spark, decision making"
Tableau Analyst - Full-time / Part-time,Childrens Hospital Association,Anywhere,via Snagajob,2023-05-28 03:00:20.098801,,"tableau, sql, sap"
Bioinformatics Analyst,University of Oklahoma,"Oklahoma City, OK",via Trabajo.org,2023-05-28 03:00:20.098801,,"php, java, mysql, perl, linux, unix, python"
Data Governance Analyst,Honeywell,"Overland Park, KS",via LinkedIn,2023-05-28 03:00:20.098801,,integrity
Data Governance Analyst,"EDI Specialists, Inc.","Oklahoma City, OK",via Snagajob,2023-05-28 03:00:20.098801,,"communication, sql, collaboration, jira"
Gtm with server side setup and analytics,Upwork,Anywhere,via Upwork,2023-05-28 03:00:20.098801,,
"Sr. Data Analyst, Marketing Operations",Cox Communications,"Choctaw, OK",via ZipRecruiter,2023-05-28 03:00:20.098801,96500.0,"communication, microstrategy, tableau, sql, presentation skills, jira"
Data Platform Systems Analyst,Koch Industries,"Wichita, KS",via LinkedIn,2023-05-28 03:00:21.581210,,"communication, tableau, aws, sql, snowflake, alteryx, flexibility"
Data Analyst III- Solutions Design Team!,Walmart,"Rogers, AR",via ZipRecruiter,2023-05-28 03:00:21.581210,,"r, looker, python, scala, power bi, tableau, gcp, machine learning, sql, spark, decision making"
Build data analysis website - Design & Development,Upwork,Anywhere,via Upwork,2023-05-28 03:00:21.581210,,
Data Governance Analyst,Honeywell,"Kansas City, MO",via LinkedIn,2023-05-28 03:00:21.581210,,integrity
Data Visulaization,Upwork,Anywhere,via Upwork,2023-05-28 03:00:21.581210,26000.0,power bi
Need a Data science Expert having knowledge in Clustering...,Upwork,Anywhere,via Upwork,2023-05-28 03:00:21.581210,26000.0,
Sr. Business Intelligence Analyst - Specialized Solutions (US Hybrid),Black & Veatch,Anywhere,via LinkedIn,2023-05-28 03:00:21.581210,,"azure, power bi, tableau, excel, sql"
Dissertation Statistics Support,Upwork,Anywhere,via Upwork,2023-05-28 03:00:21.581210,,
"(USA) Analyst II, Systems Engineering",Walmart,"Rogers, AR",via ZipRecruiter,2023-05-28 03:00:21.581210,,communication
"(USA) Analyst II, Systems Engineering",Walmart,"Elkins, AR",via ZipRecruiter,2023-05-28 03:00:21.581210,,communication
Data Analyst - HR Analytics (H),Avispa,United States,via LinkedIn,2023-05-25 03:00:10.487141,,"time management, python, initiative, tableau, excel, sql, integrity"
Data Analyst/Scientist,World Wide Technology,Anywhere,via LinkedIn,2023-05-25 03:00:10.487141,,"aws, communication, ssis, sql"
Data Analyst II,Corporate,"Jefferson City, MO",via JobServe,2023-05-25 03:00:10.487141,,"ssrs, excel, ssis, sql, flexibility"
Data analyst,Upwork,Anywhere,via Upwork,2023-05-25 03:00:10.487141,62400.0,
Data Analyst – Global Learning Management,Kelly Services,"Wichita, KS",via MyKelly,2023-05-25 03:00:10.487141,,"communication, tableau"
Data Analyst - Global Learning Management,Rose International,"Wichita, KS",via Dice,2023-05-25 03:00:10.487141,,"communication, tableau"
Supply Chain Data Analyst,"GSPANN Technologies, Inc",Anywhere,via LinkedIn,2023-05-25 03:00:10.487141,,"python, snowflake, sql"
HIM Data Analyst,Compass Health Network,"Nevada, MO",via Recruit.net,2023-05-25 03:00:10.487141,,"power bi, excel"
Senior Data Analyst I,Continental Resources,"Oklahoma City, OK",via BeBee,2023-05-25 03:00:10.487141,,"communication, detail oriented, r, sql, accountability, integrity, python, alteryx, sap, flexibility"
Junior Financial Data Analyst,Humana,"Shawnee Mission, KS",via Adzuna,2023-05-25 03:00:10.487141,,"power bi, initiative, excel, sql, collaboration"
Data Analyst-Global Learning Management Hybrid 37066,"Cerebral Staffing, LLC","Olathe, KS",via Adzuna,2023-05-25 03:00:20.423854,,"communication, tableau"
HEDIS Engine and Data Analyst Lead,Arkansas Blue Cross and Blue Shield,Anywhere,via LinkedIn,2023-05-25 03:00:20.423854,,"communication, word, power bi, sas, initiative, tableau, excel, sql, integrity, collaboration, powerpoint"
Data Analyst,Albert Einstein College of Medicine,United States,via BeBee,2023-05-25 03:00:20.423854,,"initiative, excel, spss"
Health Data Analyst needed to answer a few questions,Upwork,Anywhere,via Upwork,2023-05-25 03:00:20.423854,,
Data Analyst,Textron,"Kansas City, MO",via BeBee,2023-05-25 03:00:20.423854,,"r, sas, communication, python, power bi, tableau, excel, dax, sql, alteryx, collaboration, powerpoint"
"Associate, Regulatory Quality Assurance Solution Delivery / Data...",Pfizer,"Oklahoma City, OK",via Recruit.net,2023-05-25 03:00:20.423854,,"communication, javascript, data lake, spark, java, scala, excel, sql, outlook, redshift, python, snowflake, alteryx, powerpoint"
"Senior Analyst, Data Analytics (Lincolnshire, IL)",Alight,United States,via LinkedIn,2023-05-25 03:00:20.423854,,"tableau, sql, integrity"
Senior Data Analyst - Transportation Continuous Improvement,Walmart,"Fayetteville, AR",via ZipRecruiter,2023-05-25 03:00:20.423854,,"communication, power bi, spark, power bi, scala, tableau, r, sql, decision making, python, collaboration"
Healthcare Data Analyst,Health at Scale,United States,via AI Careers,2023-05-25 03:00:20.423854,,machine learning
Data Analyst,Tech Tammina,United States,via Trabajo.org,2023-05-25 03:00:20.423854,,"sql, c"
Data Analyst,Accenture Federal Services,"Springfield, MO",via BeBee,2023-05-25 03:00:22.121129,,"c, tableau, mysql, sharepoint, integrity"
"Data Analysis, Modeling",Upwork,Anywhere,via Upwork,2023-05-25 03:00:22.121129,,"sql, r, communication, python"
"Analyst, Developer DW/BI",American Fidelity,"Oklahoma City, OK",via Recruit.net,2023-05-25 03:00:22.121129,,
Staff Data Analyst - People Analytics Product Manager,Walmart,"Gravette, AR",via ZipRecruiter,2023-05-25 03:00:22.121129,,"communication, power bi, word, spark, scala, tableau, r, sql, integrity, python"
Analyst – GM Advanced Analytics,The NPD Group,"Bentonville, AR",via LinkedIn,2023-05-25 03:00:22.121129,,"word, interpersonal skills, go, excel, powerpoint"
Data Analyst,Diverse Lynx,United States,via BeBee,2023-05-25 03:00:22.121129,,"azure, sql"
Lead Data Analyst,opentext,United States,via Trabajo.org,2023-05-25 03:00:22.121129,,"communication, power bi, tableau, r, go, excel, sql, ggplot2, flexibility"
Analytics Engineer II Data Analyst MidAmerica Div,HCA Healthcare,"Kansas City, MO",via ZipRecruiter,2023-05-25 03:00:22.121129,,"github, microstrategy, javascript, power bi, scala, adaptability, clojure, r, postgres, qlik, sql, mssql, python, ruby"
Big Data Lead,Hexaware Technologies,United States,via LinkedIn,2023-05-25 03:00:22.121129,,"github, communication, python, azure, data lakes, bash, snowflake, sql, collaboration, shell, adaptability, spark, presentation skills"
Product Data Analyst,The Hertz Corporation,"Oklahoma City, OK",via BeBee,2023-05-25 03:00:22.121129,,"communication, problem solving, critical thinking, sql, collaboration"
Google GA4  - Contract to Hire,Upwork,Anywhere,via Upwork,2023-05-25 03:00:23.708415,,
Data Analyst/Data Engineer with Security Clearance,"ENSCO, Inc.",United States,via Trabajo.org,2023-05-25 03:00:23.708415,,"aws, presentation skills, python, jira"
Data Analyst #9,St. Johns Episcopal Hospital,United States,via BeBee,2023-05-25 03:00:23.708415,,interpersonal skills
Business Intelligence Analyst,Brooksource,Anywhere,via LinkedIn,2023-05-25 03:00:23.708415,88400.0,"power bi, excel, sql, power bi"
Staff Data Analyst - People Analytics Product Manager,Walmart,"Tontitown, AR",via ZipRecruiter,2023-05-25 03:00:23.708415,,"communication, power bi, word, spark, scala, tableau, r, sql, integrity, python"
